,Household_ID,Zone,Household_Size,Distribution_Date,Ration_Type,Ration_Amount_Kg,Satisfaction_Rating,Rice_Kg,Vegetable_Oil_L
851,HH0852,Kalobeyei,6.0,2025-06-01,Cash Transfer,48.3,Satisfied,35.9,4.5
852,HH0853,Kakuma 4,6.0,,Dry Rations,29.3,Very Unsatisfied,19.1,2.4
853,HH0854,Kakuma 2,,2025-06-08,E-Voucher,51.9,Very Satisfied,38.6,3.0
854,HH0855,Kakuma 4,6.0,2025-06-05,E-Voucher,,Unsatisfied,19.9,2.3
855,HH0856,Kakuma 4,9.0,2025-06-28,E-Voucher,33.4,Very Unsatisfied,22.5,2.1
856,HH0857,Kakuma 3,9.0,2025-06-16,Dry Rations,42.7,Very Unsatisfied,31.0,
857,HH0858,Kakuma 4,8.0,2025-06-11,E-Voucher,43.0,Very Unsatisfied,27.1,3.1
858,HH0859,Kakuma 1,9.0,2025-06-05,Dry Rations,29.3,Very Satisfied,22.4,2.9
859,HH0860,Kakuma 3,8.0,2025-06-04,Dry Rations,,Neutral,24.8,2.0
860,HH0861,Kakuma 1,8.0,2025-06-30,Cash Transfer,54.9,Very Satisfied,40.1,
861,HH0862,Kakuma 2,,2025-06-06,E-Voucher,25.3,Neutral,17.2,1.9
862,HH0863,Kakuma 3,5.0,2025-06-14,Dry Rations,54.9,,39.5,4.1
863,HH0864,Kakuma 2,4.0,2025-06-22,E-Voucher,37.6,Very Unsatisfied,23.4,2.5
864,HH0865,Kakuma 3,2.0,2025-06-19,E-Voucher,16.6,Unsatisfied,,1.4
865,HH0866,Kalobeyei,8.0,2025-06-09,,26.3,Neutral,,2.5
866,HH0867,Kakuma 4,,2025-06-12,E-Voucher,30.4,Very Unsatisfied,19.9,2.9
867,HH0868,Kalobeyei,,2025-06-11,Cash Transfer,33.8,Satisfied,25.8,3.1
868,HH0869,Kakuma 2,7.0,2025-06-14,Dry Rations,39.0,Unsatisfied,31.2,3.6
869,HH0870,Kakuma 4,9.0,2025-06-23,E-Voucher,13.0,Very Satisfied,8.3,1.0
870,HH0871,Kakuma 3,2.0,2025-06-16,Dry Rations,41.9,Unsatisfied,27.4,3.8
871,HH0872,Kakuma 4,3.0,2025-06-01,E-Voucher,29.4,Satisfied,21.5,1.9
872,HH0873,Kakuma 1,4.0,2025-07-01,Dry Rations,53.9,Neutral,42.7,3.8
873,HH0874,Kakuma 4,1.0,2025-06-13,E-Voucher,37.3,Very Satisfied,29.2,2.5
874,HH0875,Kakuma 1,7.0,2025-06-23,E-Voucher,,Very Satisfied,34.6,3.6
875,HH0876,Kakuma 4,2.0,2025-06-21,,51.1,Neutral,38.8,3.3
876,HH0877,Kakuma 1,5.0,2025-06-21,E-Voucher,50.8,Unsatisfied,,5.0
877,HH0878,Kakuma 2,1.0,2025-06-30,E-Voucher,34.3,Very Unsatisfied,27.3,
878,HH0879,Kalobeyei,3.0,,E-Voucher,34.2,Unsatisfied,27.1,1.9
879,HH0880,Kakuma 3,2.0,2025-06-02,E-Voucher,37.8,Satisfied,23.9,
880,HH0881,Kakuma 4,1.0,2025-06-04,,46.4,Very Unsatisfied,30.6,2.5
881,HH0882,Kalobeyei,,2025-06-28,E-Voucher,34.9,Unsatisfied,21.6,
882,HH0883,Kakuma 3,5.0,2025-06-06,Dry Rations,38.8,Neutral,25.4,
883,HH0884,Kakuma 3,1.0,2025-06-26,Cash Transfer,42.7,Satisfied,32.6,3.1
884,HH0885,Kakuma 1,6.0,2025-07-01,E-Voucher,31.0,Satisfied,20.9,2.2
885,HH0886,Kakuma 2,5.0,2025-06-27,Cash Transfer,30.3,Satisfied,18.7,2.7
886,HH0887,Kakuma 2,3.0,2025-06-23,E-Voucher,38.4,Very Unsatisfied,25.7,3.3
887,HH0888,Kalobeyei,7.0,,E-Voucher,,Very Satisfied,31.6,2.8
888,HH0889,Kakuma 2,9.0,2025-06-05,,,Very Unsatisfied,32.2,3.0
889,HH0890,Kakuma 4,9.0,2025-06-25,Dry Rations,46.7,Unsatisfied,31.9,3.1
890,HH0891,Kakuma 2,9.0,2025-06-03,Cash Transfer,29.0,Very Satisfied,18.4,2.6
891,HH0892,,,2025-06-01,Dry Rations,31.9,Unsatisfied,25.4,1.7
892,HH0893,Kakuma 2,3.0,2025-06-04,Dry Rations,30.3,Very Satisfied,23.2,1.5
893,HH0894,Kakuma 4,7.0,2025-06-25,Cash Transfer,54.1,Very Unsatisfied,35.5,4.9
894,HH0895,Kakuma 1,5.0,2025-06-20,,38.8,Satisfied,23.8,2.9
895,HH0896,,,2025-06-02,E-Voucher,40.2,Neutral,24.6,2.3
896,HH0897,Kakuma 1,3.0,2025-06-26,Cash Transfer,40.6,Satisfied,25.3,2.5
897,HH0898,Kakuma 1,6.0,2025-06-30,,32.8,Very Unsatisfied,23.5,3.2
898,HH0899,Kakuma 1,7.0,2025-06-30,E-Voucher,55.6,Very Satisfied,43.7,5.2
899,HH0900,Kakuma 3,9.0,2025-06-05,Dry Rations,44.1,Satisfied,30.8,3.8
900,HH0901,Kakuma 3,1.0,2025-06-03,Cash Transfer,,Very Unsatisfied,31.1,3.0
901,HH0902,Kakuma 1,7.0,,Cash Transfer,28.9,Unsatisfied,19.9,
902,HH0903,Kalobeyei,8.0,2025-06-28,E-Voucher,28.4,Neutral,21.1,2.8
903,HH0904,Kakuma 4,3.0,2025-06-29,E-Voucher,36.9,,27.5,3.6
904,HH0905,Kakuma 4,4.0,2025-06-09,,33.0,,20.9,2.0
905,HH0906,Kakuma 2,6.0,2025-06-20,Cash Transfer,29.3,Unsatisfied,19.7,2.7
906,HH0907,Kalobeyei,7.0,2025-06-06,Dry Rations,36.3,Very Unsatisfied,26.4,2.2
907,HH0908,Kakuma 3,4.0,2025-06-18,Dry Rations,37.8,,23.2,
908,HH0909,Kakuma 1,8.0,,E-Voucher,41.4,Very Satisfied,27.8,3.5
909,HH0910,Kakuma 2,5.0,2025-06-19,Cash Transfer,35.0,Very Unsatisfied,24.7,2.5
910,HH0911,Kakuma 4,1.0,2025-06-28,Cash Transfer,29.9,Very Unsatisfied,23.9,
911,HH0912,,,2025-06-12,Cash Transfer,30.3,Satisfied,21.1,1.6
912,HH0913,Kakuma 3,3.0,2025-06-25,E-Voucher,52.1,Satisfied,39.8,3.9
913,HH0914,,9.0,2025-06-11,E-Voucher,27.5,Very Satisfied,,
914,HH0915,Kakuma 4,8.0,2025-06-02,E-Voucher,43.6,Very Unsatisfied,33.1,4.2
915,HH0916,Kalobeyei,1.0,,E-Voucher,45.2,Satisfied,32.5,2.6
916,HH0917,Kakuma 3,6.0,2025-06-12,E-Voucher,,Neutral,30.2,2.7
917,HH0918,,9.0,2025-06-12,Cash Transfer,57.7,Neutral,39.4,4.7
918,HH0919,Kalobeyei,7.0,2025-06-09,Dry Rations,45.0,Very Unsatisfied,32.4,2.6
919,HH0920,Kakuma 4,4.0,2025-06-21,Cash Transfer,58.4,Satisfied,42.4,5.7
920,HH0921,Kakuma 3,1.0,2025-06-24,Dry Rations,33.5,Very Satisfied,22.9,
921,HH0922,Kalobeyei,2.0,2025-06-02,,33.7,Very Satisfied,21.2,2.0
922,HH0923,Kalobeyei,5.0,2025-06-22,Dry Rations,45.3,Very Satisfied,28.0,2.5
923,HH0924,Kalobeyei,5.0,2025-06-03,Cash Transfer,37.4,Neutral,22.6,2.0
924,HH0925,Kakuma 3,8.0,2025-06-12,Cash Transfer,56.9,Satisfied,44.1,5.4
925,HH0926,Kakuma 3,6.0,2025-06-28,Dry Rations,,Satisfied,28.1,2.6
926,HH0927,Kakuma 2,8.0,2025-06-30,E-Voucher,29.6,Neutral,19.0,2.1
927,HH0928,Kakuma 4,2.0,2025-06-26,E-Voucher,22.6,Very Satisfied,16.9,1.6
928,HH0929,Kakuma 1,3.0,2025-06-16,Cash Transfer,39.2,Very Satisfied,26.0,
929,HH0930,Kalobeyei,6.0,2025-06-21,Dry Rations,,Very Unsatisfied,27.4,2.1
930,HH0931,Kakuma 2,3.0,2025-06-28,E-Voucher,43.1,Unsatisfied,27.3,2.6
931,HH0932,Kakuma 1,6.0,2025-06-24,E-Voucher,52.1,,41.3,5.0
932,HH0933,Kakuma 2,6.0,2025-06-26,Cash Transfer,50.8,Satisfied,39.1,4.8
933,HH0934,Kakuma 3,2.0,2025-06-30,E-Voucher,,Satisfied,26.4,3.0
934,HH0935,Kalobeyei,7.0,2025-06-01,Dry Rations,27.1,Unsatisfied,18.5,1.4
935,HH0936,,2.0,2025-06-21,Cash Transfer,27.7,Very Unsatisfied,20.8,1.8
936,HH0937,Kakuma 1,6.0,2025-06-03,Cash Transfer,32.6,Unsatisfied,20.5,2.7
937,HH0938,Kakuma 1,,2025-06-20,Dry Rations,36.3,Very Satisfied,21.8,2.3
938,HH0939,Kakuma 1,3.0,2025-06-02,Cash Transfer,43.1,Very Satisfied,26.0,4.1
939,HH0940,Kakuma 1,,2025-06-09,E-Voucher,32.0,Satisfied,23.0,2.6
940,HH0941,Kakuma 2,7.0,2025-06-19,E-Voucher,42.8,Neutral,29.6,2.3
941,HH0942,Kalobeyei,4.0,2025-06-15,Dry Rations,43.6,Satisfied,30.7,4.2
942,HH0943,,8.0,2025-06-18,E-Voucher,,Neutral,24.9,4.1
943,HH0944,Kakuma 3,6.0,2025-06-26,Dry Rations,28.7,Unsatisfied,19.6,1.5
944,HH0945,,4.0,2025-06-11,,44.7,Very Satisfied,33.2,3.4
945,HH0946,Kakuma 3,5.0,2025-06-25,E-Voucher,60.8,,,4.0
946,HH0947,Kakuma 2,9.0,2025-06-23,Dry Rations,42.5,Unsatisfied,,3.0
947,HH0948,Kakuma 4,7.0,,E-Voucher,10.5,Very Satisfied,6.8,0.6
948,HH0949,Kalobeyei,9.0,2025-06-22,Cash Transfer,52.4,Neutral,40.0,4.1
949,HH0950,Kakuma 1,7.0,2025-06-17,Cash Transfer,33.0,Satisfied,23.7,
950,HH0951,Kakuma 4,1.0,,Dry Rations,62.7,Satisfied,40.3,4.7
951,HH0952,Kakuma 3,8.0,,E-Voucher,41.2,Satisfied,26.7,2.2
952,HH0953,Kakuma 4,4.0,2025-06-11,,23.2,Unsatisfied,16.8,1.9
953,HH0954,Kalobeyei,,2025-06-30,,19.4,Satisfied,14.9,1.3
954,HH0955,Kakuma 1,7.0,2025-06-15,,55.4,Very Unsatisfied,37.8,5.1
955,HH0956,Kakuma 1,3.0,,E-Voucher,51.1,Very Satisfied,33.3,3.7
956,HH0957,Kalobeyei,8.0,2025-06-03,Dry Rations,,Unsatisfied,48.2,3.7
957,HH0958,Kalobeyei,6.0,2025-06-01,Cash Transfer,40.1,Satisfied,,
958,HH0959,Kakuma 3,5.0,2025-06-20,Dry Rations,39.4,Very Satisfied,,3.5
959,HH0960,Kakuma 1,,2025-06-29,Dry Rations,36.2,,25.3,2.3
960,HH0961,,8.0,2025-06-16,Cash Transfer,,Satisfied,,3.0
961,HH0962,Kakuma 2,8.0,2025-06-02,Dry Rations,36.1,Very Satisfied,,2.2
962,HH0963,Kakuma 2,,2025-06-02,Dry Rations,42.2,Very Unsatisfied,28.3,2.8
963,HH0964,Kalobeyei,9.0,2025-06-03,E-Voucher,,Neutral,,2.3
964,HH0965,Kakuma 3,5.0,2025-06-08,Dry Rations,,Very Unsatisfied,16.2,2.3
965,HH0966,,4.0,2025-06-24,,41.6,,29.0,4.0
966,HH0967,,6.0,2025-06-28,,31.3,Very Unsatisfied,22.3,1.9
967,HH0968,Kalobeyei,6.0,2025-06-15,Cash Transfer,7.6,,6.0,0.5
968,HH0969,Kakuma 4,2.0,2025-06-07,E-Voucher,45.5,Very Satisfied,34.6,2.6
969,HH0970,Kalobeyei,8.0,2025-06-06,,28.9,,19.9,
970,HH0971,Kakuma 4,7.0,2025-06-09,Dry Rations,46.6,Very Satisfied,34.7,3.4
971,HH0972,,1.0,,Dry Rations,46.4,Satisfied,33.3,4.4
972,HH0973,Kalobeyei,5.0,2025-06-28,,42.8,Very Satisfied,29.9,4.1
973,HH0974,Kalobeyei,6.0,2025-06-01,,65.0,Unsatisfied,41.5,4.5
974,HH0975,Kakuma 4,4.0,2025-06-08,Dry Rations,38.6,Very Satisfied,26.7,2.9
975,HH0976,Kakuma 4,2.0,2025-06-23,Cash Transfer,37.1,Unsatisfied,,3.5
976,HH0977,Kalobeyei,4.0,2025-06-23,Dry Rations,46.8,Very Satisfied,36.6,4.2
977,HH0978,Kakuma 2,1.0,2025-07-01,E-Voucher,39.4,Very Satisfied,26.3,2.0
978,HH0979,Kakuma 3,7.0,2025-06-03,,51.6,Very Unsatisfied,40.8,3.4
979,HH0980,Kakuma 3,2.0,2025-06-04,Cash Transfer,,Satisfied,19.3,1.9
980,HH0981,Kakuma 3,2.0,2025-06-26,Dry Rations,27.5,Satisfied,20.0,1.7
981,HH0982,Kakuma 4,9.0,2025-06-25,Cash Transfer,47.7,Neutral,33.8,
982,HH0983,Kakuma 4,,2025-06-15,Cash Transfer,28.4,Very Unsatisfied,17.8,1.5
983,HH0984,Kakuma 2,2.0,,E-Voucher,46.1,Very Unsatisfied,31.1,
984,HH0985,Kakuma 3,9.0,2025-06-15,E-Voucher,43.7,Satisfied,27.1,2.8
985,HH0986,Kakuma 3,9.0,2025-07-01,Dry Rations,33.1,Very Unsatisfied,24.0,1.7
986,HH0987,Kalobeyei,1.0,2025-06-21,E-Voucher,43.7,Satisfied,30.1,2.7
987,HH0988,Kakuma 4,3.0,2025-06-03,Dry Rations,27.7,Very Unsatisfied,20.9,2.5
988,HH0989,Kakuma 3,4.0,2025-06-25,Dry Rations,30.0,Very Satisfied,19.3,2.8
989,HH0990,Kakuma 2,7.0,2025-06-21,Dry Rations,37.6,Satisfied,23.8,2.8
990,HH0991,Kakuma 2,4.0,2025-06-21,Cash Transfer,40.8,Satisfied,27.8,
991,HH0992,Kakuma 3,2.0,2025-06-14,E-Voucher,37.0,Unsatisfied,29.1,3.7
992,HH0993,Kakuma 4,7.0,2025-06-20,Dry Rations,44.3,Very Unsatisfied,32.9,
993,HH0994,Kakuma 2,6.0,,E-Voucher,43.9,Very Unsatisfied,30.0,2.7
994,HH0995,Kalobeyei,3.0,2025-06-04,Dry Rations,55.3,Satisfied,38.9,3.6
995,HH0996,Kakuma 2,6.0,2025-06-12,E-Voucher,39.0,Very Satisfied,24.1,2.3
996,HH0997,Kakuma 1,6.0,2025-06-17,E-Voucher,51.9,Very Satisfied,41.4,3.6
997,HH0998,Kakuma 1,5.0,,,49.2,Very Satisfied,36.1,4.7
998,HH0999,Kakuma 4,4.0,2025-06-09,Cash Transfer,62.9,Very Unsatisfied,41.3,5.1
999,HH1000,Kakuma 3,1.0,2025-06-03,E-Voucher,,Unsatisfied,27.8,2.7
